AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,_RepeatOffenderTag_forValidationOnly
15185,10141,Nagaraj Hegde,33,M,A1,
15186,10142,Basavaraj Setty,20,M,A1,
15187,10142,Ganesh Poojary,55,M,A2,
15188,10143,Harish Poojary,44,M,A1,
15189,10143,Kumar Naik,26,M,A2,
15190,10143,Anil Rao,31,M,A3,
15191,10144,Harish Bhat,52,M,A1,
15192,10145,Radha Reddy,44,F,A1,REPEAT-055
15193,10146,Srinivas Hegde,19,M,A1,
15194,10147,Kumar Patil,36,M,A1,
15195,10148,Ganesh Poojary,39,M,A1,
15196,10148,Ravi Murthy,30,M,A2,
15197,10149,Harish Patil,39,M,A1,REPEAT-053
15198,10150,Savitha Iyer,54,F,A1,
15199,10150,Pooja Reddy,25,F,A2,
15200,10151,Manjula Murthy,25,F,A1,
15201,10152,Raghu Shetty,23,M,A1,
15202,10153,Rekha Kumar,44,F,A1,
15203,10153,Shivaraj Murthy,39,M,A2,
15204,10154,Nagaraj Murthy,54,M,A1,
15205,10155,Prakash Setty,42,M,A1,
15206,10156,Ramesh Patil,20,M,A1,
15207,10156,Manjula Reddy,54,F,A2,
15208,10157,Ganesh Patil,24,M,A1,
15209,10157,Prakash Naik,31,M,A2,
15210,10158,Kumar Iyer,20,M,A1,REPEAT-038
15211,10158,Nagaraj Iyer,18,M,A2,
15212,10159,Basavaraj Iyer,29,M,A1,
15213,10159,Kumar Patil,33,M,A2,
15214,10160,Anita Hegde,27,F,A1,
15215,10161,Mahesh Murthy,49,M,A1,
15216,10162,Ramesh Hegde,21,M,A1,
15217,10163,Vijay Gowda,37,M,A1,
15218,10163,Raghu Kumar,42,M,A2,
15219,10164,Anita Shetty,28,F,A1,REPEAT-019
15220,10165,Mahesh Murthy,23,M,A1,REPEAT-033
15221,10165,Priya Poojary,51,F,A2,
15222,10166,Raghu Murthy,47,M,A1,
15223,10166,Priya Bhat,20,F,A2,
15224,10167,Prakash Iyer,22,M,A1,
15225,10167,Naveen Hegde,27,M,A2,
15226,10168,Vidya Achar,46,F,A1,
15227,10168,Ganesh Patil,31,M,A2,
15228,10169,Harish Patil,40,M,A1,REPEAT-053
15229,10170,Naveen Rao,39,M,A1,
15230,10171,Naveen Hegde,24,M,A1,
15231,10172,Chaya Kumar,23,F,A1,
15232,10172,Deepa Kumar,35,F,A2,
15233,10173,Mahesh Poojary,37,M,A1,
15234,10174,Pooja Kumar,41,F,A1,
15235,10175,Basavaraj Achar,28,M,A1,
15236,10176,Yogesh Shetty,36,M,A1,
15237,10177,Yogesh Kumar,18,M,A1,
15238,10178,Yogesh Hegde,33,M,A1,
15239,10178,Nandini Patil,32,F,A2,
15240,10179,Kumar Achar,30,M,A1,
15241,10179,Anita Shetty,40,F,A2,
15242,10180,Bhagya Shetty,19,F,A1,
15243,10181,Mahesh Shetty,37,M,A1,REPEAT-022
15244,10182,Shivaraj Kumar,36,M,A1,
15245,10183,Shwetha Rao,38,F,A1,
15246,10184,Roopa Hegde,48,F,A1,
15247,10185,Manjunath Murthy,25,M,A1,REPEAT-025
15248,10186,Manjunath Bhat,32,M,A1,REPEAT-030
15249,10186,Ravi Bhat,43,M,A2,
15250,10186,Shwetha Hegde,30,F,A3,
15251,10187,Anil Bhat,41,M,A1,REPEAT-054
15252,10187,Santosh Reddy,49,M,A2,
15253,10188,Girish Shetty,51,M,A1,
15254,10189,Yogesh Rao,30,M,A1,
15255,10190,Anita Gowda,52,F,A1,
15256,10191,Suresh Bhat,54,M,A1,
15257,10191,Harish Murthy,41,M,A2,
15258,10191,Raghu Reddy,26,M,A3,
15259,10192,Suresh Bhat,46,M,A1,
15260,10192,Mahesh Naik,28,M,A2,
15261,10192,Bhagya Murthy,34,F,A3,
15262,10193,Srinivas Rao,55,M,A1,
15263,10194,Priya Bhat,51,F,A1,
15264,10195,Vidya Iyer,43,F,A1,
15265,10196,Mahesh Shetty,52,M,A1,
15266,10197,Girish Kumar,38,M,A1,
15267,10197,Pooja Naidu,44,F,A2,
15268,10197,Anil Hegde,32,M,A3,
15269,10198,Basavaraj Shetty,27,M,A1,
15270,10199,Raghu Achar,43,M,A1,
15271,10199,Anita Poojary,51,F,A2,
15272,10200,Prakash Gowda,34,M,A1,
15273,10201,Basavaraj Shetty,27,M,A1,
15274,10202,Nandini Shetty,22,F,A1,
15275,10203,Sunita Gowda,25,F,A1,
15276,10203,Vidya Patil,46,F,A2,
15277,10203,Anil Achar,46,M,A3,
15278,10204,Savitha Gowda,38,F,A1,
15279,10204,Sunita Shetty,24,F,A2,
15280,10205,Girish Gowda,30,M,A1,
15281,10205,Basavaraj Murthy,38,M,A2,
15282,10206,Nandini Shetty,23,F,A1,REPEAT-011
15283,10207,Suresh Naidu,39,M,A1,
15284,10208,Shobha Poojary,28,F,A1,
15285,10208,Nagaraj Patil,32,M,A2,
15286,10208,Mahesh Poojary,31,M,A3,
15287,10209,Kumar Hegde,39,M,A1,
15288,10210,Suresh Rao,53,M,A1,
15289,10211,Manjunath Bhat,32,M,A1,REPEAT-030
15290,10211,Manjula Setty,21,F,A2,
15291,10212,Ramesh Kumar,22,M,A1,
15292,10212,Mahesh Iyer,49,M,A2,
15293,10213,Vidya Reddy,38,F,A1,
15294,10214,Shobha Shetty,31,F,A1,REPEAT-017
15295,10215,Roopa Gowda,54,F,A1,
15296,10216,Bhagya Iyer,32,F,A1,
15297,10217,Ravi Bhat,18,M,A1,
15298,10218,Ravi Kumar,23,M,A1,
15299,10219,Anil Patil,43,M,A1,
15300,10220,Vijay Kumar,35,M,A1,
15301,10220,Santosh Reddy,22,M,A2,
15302,10220,Manjunath Rao,35,M,A3,
15303,10221,Pooja Kumar,49,F,A1,
15304,10221,Suresh Murthy,34,M,A2,
15305,10221,Prakash Achar,26,M,A3,
15306,10222,Nagaraj Achar,25,M,A1,
15307,10223,Ravi Naidu,52,M,A1,
15308,10223,Santosh Iyer,25,M,A2,
15309,10224,Sunita Poojary,53,F,A1,
15310,10225,Harish Naidu,37,M,A1,REPEAT-015
15311,10226,Shivaraj Kumar,29,M,A1,REPEAT-024
15312,10227,Basavaraj Rao,29,M,A1,
15313,10227,Sunita Murthy,27,F,A2,
15314,10227,Ganesh Rao,26,M,A3,
15315,10228,Radha Reddy,44,F,A1,REPEAT-055
15316,10229,Srinivas Kumar,31,M,A1,
15317,10230,Radha Iyer,35,F,A1,
15318,10231,Shwetha Murthy,47,F,A1,
15319,10231,Ganesh Gowda,45,M,A2,
15320,10232,Harish Naidu,35,M,A1,
15321,10232,Sowmya Naik,40,F,A2,
15322,10233,Mahesh Gowda,21,M,A1,
15323,10234,Yogesh Kumar,44,M,A1,REPEAT-050
15324,10235,Srinivas Hegde,32,M,A1,REPEAT-046
15325,10235,Mahesh Hegde,39,M,A2,
15326,10236,Manjunath Patil,29,M,A1,
15327,10237,Shivaraj Gowda,45,M,A1,
15328,10237,Lakshmi Achar,31,F,A2,
15329,10238,Basavaraj Naik,54,M,A1,
15330,10238,Yogesh Shetty,55,M,A2,
15331,10238,Pooja Achar,50,F,A3,
15332,10239,Suresh Poojary,53,M,A1,
15333,10240,Ganesh Hegde,37,M,A1,
15334,10241,Raghu Bhat,24,M,A1,
15335,10241,Suresh Setty,29,M,A2,
15336,10242,Yogesh Kumar,45,M,A1,REPEAT-050
15337,10242,Yogesh Reddy,19,M,A2,
15338,10243,Nagaraj Shetty,44,M,A1,
15339,10244,Mahesh Murthy,23,M,A1,REPEAT-033
15340,10245,Ramesh Gowda,33,M,A1,
15341,10245,Prakash Naik,37,M,A2,
15342,10245,Raghu Shetty,45,M,A3,
15343,10246,Ganesh Patil,25,M,A1,
15344,10246,Girish Naik,55,M,A2,
15345,10247,Anil Patil,38,M,A1,
15346,10248,Santosh Naik,55,M,A1,
15347,10249,Prakash Setty,45,M,A1,
15348,10249,Shivaraj Shetty,18,M,A2,
15349,10250,Ramesh Iyer,50,M,A1,
15350,10250,Kumar Naik,55,M,A2,
15351,10251,Bhagya Bhat,52,F,A1,
15352,10251,Pooja Naidu,44,F,A2,
15353,10252,Prakash Setty,39,M,A1,
15354,10253,Sowmya Naik,46,F,A1,
15355,10254,Raghu Reddy,40,M,A1,
15356,10254,Kavya Gowda,44,F,A2,
15357,10255,Priya Rao,21,F,A1,
15358,10255,Savitha Kumar,25,F,A2,
15359,10256,Ganesh Hegde,37,M,A1,
15360,10256,Ramesh Kumar,32,M,A2,
15361,10256,Kumar Murthy,32,M,A3,
15362,10257,Naveen Murthy,44,M,A1,REPEAT-002
15363,10258,Suresh Bhat,51,M,A1,
15364,10259,Suresh Shetty,35,M,A1,
15365,10259,Pooja Achar,44,F,A2,
15366,10260,Manjunath Murthy,26,M,A1,REPEAT-025
15367,10260,Vidya Shetty,40,F,A2,
15368,10261,Raghu Achar,23,M,A1,
15369,10261,Vidya Naik,32,F,A2,
15370,10262,Naveen Setty,32,M,A1,REPEAT-036
15371,10262,Deepa Bhat,51,F,A2,
15372,10263,Nagaraj Naidu,24,M,A1,
15373,10264,Naveen Setty,29,M,A1,
15374,10264,Geeta Bhat,42,F,A2,
15375,10265,Ravi Hegde,29,M,A1,
15376,10266,Ramesh Reddy,36,M,A1,
15377,10267,Srinivas Naidu,37,M,A1,REPEAT-049
15378,10268,Sunita Setty,27,F,A1,
15379,10268,Girish Iyer,39,M,A2,
15380,10269,Shivaraj Patil,40,M,A1,REPEAT-006
15381,10270,Girish Patil,19,M,A1,
15382,10271,Suresh Naik,38,M,A1,REPEAT-042
15383,10271,Prakash Setty,28,M,A2,
15384,10272,Shwetha Iyer,54,F,A1,
15385,10273,Vijay Kumar,26,M,A1,
15386,10273,Kumar Gowda,33,M,A2,
15387,10273,Anil Shetty,22,M,A3,
15388,10274,Manjula Naik,39,F,A1,
15389,10275,Srinivas Naidu,38,M,A1,REPEAT-049
15390,10276,Basavaraj Reddy,42,M,A1,REPEAT-031
15391,10277,Geeta Reddy,20,F,A1,
15392,10278,Vijay Naik,29,M,A1,
15393,10279,Nagaraj Naidu,37,M,A1,
15394,10280,Savitha Patil,30,F,A1,
15395,10281,Santosh Shetty,44,M,A1,
15396,10281,Radha Naik,46,F,A2,
15397,10282,Yogesh Kumar,44,M,A1,REPEAT-050
15398,10282,Pooja Shetty,52,F,A2,
15399,10283,Anil Bhat,35,M,A1,REPEAT-005
15400,10283,Girish Patil,32,M,A2,
15401,10284,Kumar Iyer,21,M,A1,REPEAT-038
15402,10285,Naveen Reddy,22,M,A1,
15403,10286,Manjunath Murthy,25,M,A1,REPEAT-025
15404,10286,Manjula Setty,41,F,A2,
15405,10287,Vijay Patil,52,M,A1,
15406,10288,Vijay Setty,32,M,A1,
15407,10289,Shobha Setty,48,F,A1,
15408,10289,Srinivas Setty,49,M,A2,
15409,10290,Ravi Poojary,52,M,A1,
15410,10290,Anita Naidu,45,F,A2,
15411,10291,Nagaraj Setty,46,M,A1,REPEAT-003
15412,10291,Suresh Poojary,29,M,A2,
15413,10292,Lakshmi Poojary,31,F,A1,
15414,10292,Manjula Naidu,18,F,A2,
15415,10293,Girish Patil,45,M,A1,
15416,10294,Sowmya Bhat,55,F,A1,
15417,10295,Prakash Murthy,33,M,A1,
15418,10295,Kumar Reddy,37,M,A2,
15419,10296,Radha Poojary,43,F,A1,
15420,10297,Naveen Naik,45,M,A1,
15421,10298,Yogesh Kumar,54,M,A1,
15422,10298,Vijay Hegde,36,M,A2,
15423,10299,Rekha Murthy,52,F,A1,
15424,10300,Rekha Poojary,19,F,A1,
15425,10300,Chaya Rao,37,F,A2,
15426,10300,Basavaraj Shetty,32,M,A3,
15427,10301,Naveen Murthy,44,M,A1,REPEAT-002
15428,10301,Chaya Rao,41,F,A2,
15429,10301,Sunita Naik,29,F,A3,
15430,10302,Lakshmi Rao,27,F,A1,
15431,10303,Ramesh Rao,53,M,A1,
15432,10304,Ganesh Rao,46,M,A1,
15433,10304,Vidya Patil,47,F,A2,
15434,10304,Nagaraj Setty,42,M,A3,
15435,10305,Manjula Shetty,42,F,A1,
15436,10306,Yogesh Naidu,24,M,A1,REPEAT-001
15437,10307,Yogesh Gowda,33,M,A1,
15438,10308,Deepa Achar,20,F,A1,
15439,10309,Srinivas Murthy,37,M,A1,
15440,10310,Mahesh Setty,19,M,A1,
15441,10311,Anil Bhat,34,M,A1,REPEAT-005
15442,10312,Nandini Shetty,23,F,A1,REPEAT-011
15443,10313,Srinivas Rao,21,M,A1,
15444,10313,Yogesh Shetty,41,M,A2,
15445,10314,Savitha Naik,31,F,A1,
15446,10315,Manjunath Murthy,25,M,A1,REPEAT-025
15447,10316,Naveen Murthy,43,M,A1,REPEAT-002
15448,10316,Naveen Setty,46,M,A2,
15449,10317,Shivaraj Naik,41,M,A1,
15450,10317,Harish Gowda,20,M,A2,
15451,10318,Geeta Poojary,51,F,A1,
15452,10319,Prakash Setty,41,M,A1,
15453,10320,Basavaraj Naidu,19,M,A1,
15454,10321,Suresh Naik,38,M,A1,REPEAT-042
15455,10321,Anil Hegde,43,M,A2,
15456,10322,Ravi Kumar,45,M,A1,
15457,10322,Girish Rao,23,M,A2,
15458,10323,Mahesh Iyer,25,M,A1,
15459,10323,Yogesh Achar,32,M,A2,
15460,10324,Kavya Shetty,50,F,A1,
15461,10324,Naveen Shetty,28,M,A2,
15462,10325,Vidya Kumar,41,F,A1,
15463,10325,Girish Poojary,40,M,A2,
15464,10326,Radha Rao,54,F,A1,
15465,10327,Harish Naidu,34,M,A1,
15466,10328,Bhagya Gowda,46,F,A1,
15467,10329,Girish Kumar,53,M,A1,
15468,10330,Nandini Gowda,50,F,A1,
15469,10331,Kumar Setty,31,M,A1,
15470,10331,Mahesh Iyer,28,M,A2,
15471,10331,Kumar Poojary,35,M,A3,
15472,10332,Basavaraj Naidu,23,M,A1,
15473,10332,Geeta Achar,55,F,A2,
15474,10333,Basavaraj Reddy,42,M,A1,REPEAT-031
15475,10334,Basavaraj Iyer,35,M,A1,
15476,10334,Anil Naidu,32,M,A2,
15477,10334,Srinivas Shetty,29,M,A3,
15478,10335,Naveen Murthy,44,M,A1,REPEAT-002
15479,10336,Shivaraj Shetty,36,M,A1,
15480,10336,Sunita Poojary,31,F,A2,
15481,10337,Priya Murthy,24,F,A1,REPEAT-010
15482,10337,Deepa Patil,50,F,A2,
15483,10337,Savitha Gowda,41,F,A3,
15484,10338,Ravi Reddy,19,M,A1,
15485,10339,Shobha Achar,25,F,A1,
15486,10339,Basavaraj Naidu,19,M,A2,
15487,10340,Geeta Bhat,44,F,A1,
15488,10340,Prakash Poojary,49,M,A2,
15489,10340,Nagaraj Patil,48,M,A3,
15490,10341,Mahesh Murthy,23,M,A1,REPEAT-033
15491,10342,Basavaraj Poojary,48,M,A1,
15492,10342,Roopa Kumar,49,F,A2,
15493,10343,Radha Reddy,45,F,A1,REPEAT-055
15494,10344,Manjunath Patil,19,M,A1,
15495,10344,Mahesh Gowda,42,M,A2,
15496,10344,Harish Poojary,40,M,A3,
15497,10345,Harish Shetty,41,M,A1,
15498,10345,Lakshmi Iyer,26,F,A2,
15499,10346,Prakash Iyer,45,M,A1,
15500,10347,Anita Shetty,28,F,A1,REPEAT-019
15501,10348,Shivaraj Iyer,21,M,A1,
15502,10349,Rekha Rao,46,F,A1,
15503,10350,Ganesh Reddy,21,M,A1,
15504,10350,Naveen Naik,43,M,A2,
15505,10350,Priya Kumar,49,F,A3,
15506,10351,Ganesh Shetty,40,M,A1,REPEAT-029
15507,10352,Roopa Naidu,41,F,A1,
15508,10353,Suresh Naik,39,M,A1,REPEAT-042
15509,10354,Yogesh Kumar,42,M,A1,
15510,10355,Harish Naidu,36,M,A1,REPEAT-015
15511,10356,Radha Bhat,55,F,A1,
15512,10357,Chaya Naidu,45,F,A1,
15513,10357,Savitha Kumar,51,F,A2,
15514,10358,Pooja Hegde,24,F,A1,
15515,10359,Raghu Kumar,54,M,A1,
15516,10359,Vijay Patil,28,M,A2,
15517,10360,Shivaraj Kumar,29,M,A1,REPEAT-024
15518,10361,Manjunath Poojary,31,M,A1,
15519,10362,Santosh Rao,26,M,A1,
15520,10362,Shivaraj Rao,33,M,A2,
15521,10362,Kavya Patil,38,F,A3,
15522,10363,Mahesh Bhat,53,M,A1,
15523,10364,Mahesh Bhat,53,M,A1,
15524,10365,Nagaraj Rao,24,M,A1,REPEAT-026
15525,10366,Pooja Kumar,19,F,A1,
15526,10366,Ganesh Iyer,51,M,A2,
15527,10367,Girish Shetty,18,M,A1,
15528,10367,Ravi Bhat,25,M,A2,
15529,10368,Suresh Kumar,51,M,A1,
15530,10368,Basavaraj Hegde,51,M,A2,
15531,10369,Nagaraj Setty,45,M,A1,REPEAT-003
15532,10369,Srinivas Hegde,40,M,A2,
15533,10370,Santosh Patil,41,M,A1,
15534,10371,Girish Rao,39,M,A1,
15535,10372,Srinivas Setty,36,M,A1,
15536,10373,Anil Murthy,47,M,A1,
15537,10374,Manjunath Bhat,32,M,A1,REPEAT-030
15538,10375,Manjunath Murthy,25,M,A1,REPEAT-025
15539,10375,Yogesh Naik,34,M,A2,
15540,10375,Kumar Murthy,46,M,A3,
15541,10376,Roopa Bhat,49,F,A1,
15542,10377,Pooja Naik,42,F,A1,
15543,10377,Nagaraj Iyer,29,M,A2,
15544,10378,Santosh Reddy,27,M,A1,
15545,10378,Savitha Murthy,19,F,A2,
15546,10378,Shwetha Naidu,54,F,A3,
15547,10379,Manjunath Murthy,25,M,A1,REPEAT-025
15548,10380,Mahesh Shetty,37,M,A1,REPEAT-022
15549,10380,Sowmya Poojary,35,F,A2,
15550,10381,Ganesh Gowda,20,M,A1,REPEAT-020
15551,10382,Pooja Setty,42,F,A1,
15552,10383,Nagaraj Setty,45,M,A1,REPEAT-003
15553,10384,Santosh Setty,39,M,A1,
15554,10384,Srinivas Shetty,18,M,A2,
15555,10384,Nandini Naidu,26,F,A3,
15556,10385,Nandini Naidu,33,F,A1,
15557,10386,Vijay Shetty,22,M,A1,REPEAT-007
15558,10387,Manjunath Poojary,34,M,A1,REPEAT-004
15559,10388,Suresh Naik,38,M,A1,REPEAT-042
15560,10389,Ramesh Poojary,37,M,A1,
15561,10390,Suresh Shetty,22,M,A1,
15562,10391,Sowmya Kumar,55,F,A1,
15563,10391,Sowmya Kumar,41,F,A2,
15564,10392,Shobha Setty,20,F,A1,
15565,10393,Ganesh Poojary,21,M,A1,
15566,10394,Radha Reddy,45,F,A1,REPEAT-055
15567,10395,Pooja Rao,43,F,A1,
15568,10395,Pooja Patil,26,F,A2,
15569,10396,Ramesh Kumar,55,M,A1,
15570,10397,Yogesh Iyer,45,M,A1,
15571,10397,Santosh Achar,36,M,A2,
15572,10397,Manjunath Patil,43,M,A3,
15573,10398,Yogesh Kumar,44,M,A1,REPEAT-050
15574,10399,Kumar Naidu,32,M,A1,
15575,10400,Ravi Iyer,33,M,A1,
15576,10401,Kumar Rao,45,M,A1,REPEAT-018
15577,10401,Prakash Bhat,39,M,A2,
15578,10401,Kavya Kumar,51,F,A3,
15579,10402,Ramesh Iyer,39,M,A1,
15580,10403,Raghu Gowda,21,M,A1,
15581,10404,Shobha Murthy,53,F,A1,
15582,10404,Shwetha Shetty,26,F,A2,
15583,10405,Srinivas Kumar,38,M,A1,
15584,10406,Shivaraj Naik,31,M,A1,
15585,10407,Vijay Shetty,22,M,A1,REPEAT-007
15586,10408,Naveen Iyer,23,M,A1,
15587,10409,Lakshmi Achar,29,F,A1,
15588,10410,Shwetha Reddy,25,F,A1,
15589,10411,Geeta Reddy,23,F,A1,
15590,10411,Yogesh Murthy,32,M,A2,
15591,10411,Ravi Bhat,25,M,A3,
15592,10412,Ravi Naik,55,M,A1,
15593,10413,Nagaraj Naidu,36,M,A1,REPEAT-035
15594,10413,Nagaraj Gowda,23,M,A2,
15595,10414,Pooja Kumar,45,F,A1,
15596,10415,Vijay Shetty,22,M,A1,REPEAT-007
15597,10415,Prakash Achar,40,M,A2,
15598,10416,Manjula Patil,35,F,A1,
15599,10417,Nandini Iyer,36,F,A1,
15600,10418,Vijay Shetty,21,M,A1,REPEAT-007
15601,10418,Pooja Rao,30,F,A2,
15602,10419,Shobha Shetty,31,F,A1,REPEAT-017
15603,10419,Harish Shetty,41,M,A2,
15604,10419,Srinivas Hegde,42,M,A3,
15605,10420,Kumar Bhat,42,M,A1,
15606,10420,Yogesh Rao,40,M,A2,
15607,10421,Srinivas Murthy,24,M,A1,
15608,10422,Yogesh Bhat,35,M,A1,
15609,10423,Shobha Naik,46,F,A1,
15610,10424,Kumar Patil,53,M,A1,
15611,10425,Yogesh Gowda,20,M,A1,
15612,10425,Sowmya Bhat,38,F,A2,
15613,10426,Basavaraj Gowda,24,M,A1,
15614,10427,Priya Kumar,22,F,A1,
15615,10427,Shwetha Setty,29,F,A2,
15616,10428,Sunita Patil,27,F,A1,
15617,10429,Shwetha Hegde,29,F,A1,
15618,10429,Yogesh Iyer,33,M,A2,
15619,10430,Basavaraj Iyer,51,M,A1,
15620,10431,Ramesh Bhat,41,M,A1,
15621,10432,Geeta Patil,47,F,A1,
15622,10433,Priya Murthy,23,F,A1,REPEAT-010
15623,10434,Nandini Kumar,43,F,A1,REPEAT-012
15624,10434,Harish Bhat,48,M,A2,
15625,10434,Manjunath Hegde,42,M,A3,
15626,10435,Ganesh Hegde,37,M,A1,REPEAT-060
15627,10436,Nandini Murthy,28,F,A1,
15628,10436,Bhagya Gowda,19,F,A2,
15629,10437,Nagaraj Naik,33,M,A1,
15630,10438,Mahesh Murthy,23,M,A1,REPEAT-033
15631,10439,Mahesh Hegde,41,M,A1,
15632,10439,Savitha Naidu,38,F,A2,
15633,10439,Shwetha Poojary,22,F,A3,
15634,10440,Nagaraj Shetty,31,M,A1,
15635,10440,Ravi Shetty,54,M,A2,
15636,10441,Radha Reddy,44,F,A1,REPEAT-055
15637,10441,Basavaraj Murthy,52,M,A2,
15638,10442,Sunita Murthy,49,F,A1,
15639,10442,Vidya Poojary,34,F,A2,
15640,10443,Santosh Gowda,27,M,A1,
15641,10443,Suresh Patil,22,M,A2,
15642,10444,Sunita Bhat,27,F,A1,
15643,10444,Manjunath Murthy,34,M,A2,
15644,10445,Shivaraj Iyer,52,M,A1,
15645,10445,Shobha Naidu,37,F,A2,
15646,10446,Nagaraj Gowda,33,M,A1,
15647,10446,Anita Iyer,20,F,A2,
15648,10447,Mahesh Patil,35,M,A1,
15649,10448,Shivaraj Achar,34,M,A1,
15650,10449,Vijay Naidu,55,M,A1,
15651,10449,Srinivas Bhat,42,M,A2,
15652,10449,Shobha Hegde,19,F,A3,
15653,10450,Roopa Bhat,20,F,A1,
15654,10451,Manjunath Setty,24,M,A1,
15655,10452,Anil Murthy,32,M,A1,
15656,10452,Pooja Iyer,38,F,A2,
15657,10453,Santosh Kumar,27,M,A1,
15658,10454,Ganesh Reddy,47,M,A1,
15659,10455,Ganesh Naik,35,M,A1,REPEAT-009
15660,10455,Anil Patil,26,M,A2,
15661,10456,Ganesh Shetty,41,M,A1,REPEAT-029
15662,10457,Ravi Gowda,21,M,A1,
15663,10458,Nandini Shetty,23,F,A1,REPEAT-011
15664,10459,Anil Bhat,41,M,A1,REPEAT-054
15665,10460,Kumar Kumar,46,M,A1,
15666,10461,Prakash Gowda,34,M,A1,
15667,10462,Nandini Rao,33,F,A1,
15668,10462,Shivaraj Murthy,26,M,A2,
15669,10463,Mahesh Naidu,37,M,A1,
15670,10463,Mahesh Naik,53,M,A2,
15671,10464,Santosh Rao,40,M,A1,REPEAT-027
15672,10464,Nagaraj Shetty,37,M,A2,
15673,10465,Suresh Gowda,30,M,A1,
15674,10466,Nagaraj Kumar,48,M,A1,
15675,10467,Harish Naidu,37,M,A1,REPEAT-015
15676,10467,Radha Naidu,20,F,A2,
15677,10468,Manjunath Rao,38,M,A1,
15678,10469,Savitha Rao,23,F,A1,
15679,10470,Sunita Shetty,24,F,A1,
15680,10470,Manjunath Kumar,24,M,A2,
15681,10471,Shivaraj Murthy,33,M,A1,
15682,10472,Harish Naidu,37,M,A1,REPEAT-015
15683,10472,Kumar Patil,19,M,A2,
15684,10472,Girish Kumar,34,M,A3,
15685,10473,Shwetha Setty,38,F,A1,
15686,10473,Raghu Naidu,43,M,A2,
15687,10474,Radha Reddy,44,F,A1,REPEAT-055
15688,10474,Anil Naik,37,M,A2,
15689,10475,Ravi Setty,26,M,A1,
15690,10476,Basavaraj Gowda,37,M,A1,
15691,10476,Suresh Murthy,55,M,A2,
15692,10477,Yogesh Bhat,28,M,A1,
15693,10478,Naveen Poojary,53,M,A1,
15694,10478,Raghu Naik,49,M,A2,
15695,10479,Santosh Patil,30,M,A1,
15696,10480,Vijay Kumar,51,M,A1,
15697,10481,Ganesh Gowda,20,M,A1,REPEAT-020
15698,10481,Ramesh Reddy,55,M,A2,
15699,10482,Prakash Setty,18,M,A1,
15700,10483,Anil Bhat,41,M,A1,REPEAT-054
15701,10484,Harish Bhat,45,M,A1,
15702,10485,Ramesh Naidu,21,M,A1,
15703,10486,Ganesh Iyer,31,M,A1,
15704,10486,Pooja Reddy,23,F,A2,
15705,10487,Roopa Iyer,18,F,A1,
15706,10488,Anil Patil,31,M,A1,
15707,10489,Priya Naidu,49,F,A1,
15708,10490,Sunita Rao,38,F,A1,
15709,10491,Prakash Shetty,54,M,A1,
15710,10492,Kavya Rao,19,F,A1,
15711,10493,Yogesh Kumar,44,M,A1,REPEAT-050
15712,10493,Anil Patil,40,M,A2,
15713,10494,Deepa Murthy,46,F,A1,
15714,10495,Ramesh Kumar,21,M,A1,
15715,10495,Basavaraj Reddy,39,M,A2,
15716,10496,Sowmya Achar,49,F,A1,
15717,10497,Manjunath Murthy,26,M,A1,REPEAT-025
15718,10498,Girish Kumar,31,M,A1,
15719,10499,Ganesh Reddy,53,M,A1,
15720,10499,Ganesh Achar,26,M,A2,
15721,10499,Geeta Shetty,20,F,A3,
15722,10500,Bhagya Shetty,25,F,A1,
15723,10500,Raghu Patil,25,M,A2,
15724,10500,Raghu Achar,52,M,A3,
15725,10501,Girish Rao,45,M,A1,
15726,10502,Shivaraj Kumar,29,M,A1,REPEAT-024
15727,10503,Raghu Achar,32,M,A1,
15728,10504,Basavaraj Murthy,20,M,A1,
15729,10505,Bhagya Hegde,43,F,A1,
15730,10506,Anil Bhat,34,M,A1,REPEAT-005
15731,10507,Santosh Hegde,25,M,A1,
15732,10507,Rekha Gowda,40,F,A2,
15733,10508,Mahesh Murthy,23,M,A1,REPEAT-033
15734,10509,Radha Poojary,45,F,A1,
15735,10510,Nagaraj Setty,45,M,A1,REPEAT-003
15736,10511,Harish Naidu,36,M,A1,REPEAT-015
15737,10512,Prakash Kumar,46,M,A1,
15738,10512,Kavya Achar,35,F,A2,
15739,10512,Yogesh Shetty,41,M,A3,
15740,10513,Srinivas Shetty,28,M,A1,
15741,10514,Ganesh Naik,35,M,A1,REPEAT-009
15742,10514,Chaya Bhat,33,F,A2,
15743,10515,Manjunath Murthy,25,M,A1,REPEAT-025
15744,10515,Vijay Kumar,40,M,A2,
15745,10516,Lakshmi Murthy,44,F,A1,REPEAT-044
15746,10516,Girish Gowda,38,M,A2,
15747,10517,Lakshmi Murthy,45,F,A1,REPEAT-044
15748,10517,Harish Bhat,26,M,A2,
15749,10518,Vijay Reddy,20,M,A1,
15750,10518,Shobha Gowda,50,F,A2,
15751,10519,Mahesh Naidu,35,M,A1,
15752,10520,Chaya Bhat,54,F,A1,
15753,10521,Nandini Naidu,23,F,A1,
15754,10522,Ravi Reddy,27,M,A1,
15755,10523,Pooja Iyer,26,F,A1,
15756,10523,Basavaraj Rao,34,M,A2,
15757,10524,Priya Poojary,42,F,A1,
15758,10525,Lakshmi Murthy,44,F,A1,REPEAT-044
